decision,ref,confidence,kind,reason,original,suggested
,PS 144:2,0.88,title,Divine title used as possessive title ('my/our/his/their ...').,"My steadfast love and my fortress, my high tower and my deliverer, my shield, in whom I have taken refuge, who subdues my people under me.","My steadfast love and my Fortress, my high tower and my deliverer, my shield, in whom I have taken refuge, who subdues my people under me."
APPROVE,PS 144:2,0.88,title,Divine title used as possessive title ('my/our/his/their ...').,"My steadfast love and my fortress, my high tower and my deliverer, my shield, in whom I have taken refuge, who subdues my people under me.","My steadfast love and my Fortress, my High Tower and my Deliverer, my Shield, in whom I have taken refuge, who subdues my people under me."
,PS 144:3,0.95,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"O LORD, what is man that You know him, the son of mortal man that You regard him?","O LORD, what is man that You know Him, the son of mortal man that You regard him?"
APPROVE,PS 144:3,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"O LORD, what is man that You know him, the son of mortal man that You regard him?","O LORD, what is man that You know Him, the son of mortal man that You regard Him?"
APPROVE,PS 144:5,0.95,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"O LORD, bow your heavens and come down; touch the mountains, and they shall smoke.","O LORD, bow Your heavens and come down; touch the mountains, and they shall smoke."
,PS 145:1,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"I will exalt you, my God, O King, and I will bless your name forever and ever.","I will exalt You, my God, O King, and I will bless your name forever and ever."
APPROVE,PS 145:1,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"I will exalt you, my God, O King, and I will bless your name forever and ever.","I will exalt You, my God, O King, and I will bless Your name forever and ever."
APPROVE,PS 145:21,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"The praise of the LORD my mouth shall speak, and let all flesh bless his holy name forever and ever.","The praise of the LORD my mouth shall speak, and let all flesh bless His holy name forever and ever."
APPROVE,PS 146:10,0.85,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"The LORD shall reign forever, your God, O Zion, to all generations. Praise the LORD.","The LORD shall reign forever, Your God, O Zion, to all generations. Praise the LORD."
,PS 146:5,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"Blessed is he whose help is the God of Jacob, whose hope is in the LORD his God.","Blessed is He whose help is the God of Jacob, whose hope is in the LORD his God."
,PS 146:5,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Blessed is he whose help is the God of Jacob, whose hope is in the LORD his God.","Blessed is He whose help is the God of Jacob, whose hope is in the LORD His God."
,PS 147:12,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Praise the LORD, O Jerusalem; laud your God, O Zion.","Praise the LORD, O Jerusalem; laud Your God, O Zion."
APPROVE,PS 147:6,0.85,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,The LORD upholds the humble; he casts the wicked down to the ground.,The LORD upholds the humble; He casts the wicked down to the ground.
,PS 148:13,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Let them praise the name of the LORD, for his name alone is exalted; his splendor is above the earth and heaven.","Let them praise the name of the LORD, for His name alone is exalted; his splendor is above the earth and heaven."
APPROVE,PS 148:13,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Let them praise the name of the LORD, for his name alone is exalted; his splendor is above the earth and heaven.","Let them praise the name of the LORD, for His name alone is exalted; His splendor is above the earth and heaven."
,PS 148:14,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"And he has raised up a horn for his people, a praise for all his faithful ones, for the children of Israel, a people near to him. Praise the LORD.","And He has raised up a horn for his people, a praise for all his faithful ones, for the children of Israel, a people near to him. Praise the LORD."
,PS 148:14,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"And he has raised up a horn for his people, a praise for all his faithful ones, for the children of Israel, a people near to him. Praise the LORD.","And He has raised up a horn for His people, a praise for all his faithful ones, for the children of Israel, a people near to him. Praise the LORD."
,PS 148:14,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"And he has raised up a horn for his people, a praise for all his faithful ones, for the children of Israel, a people near to him. Praise the LORD.","And He has raised up a horn for His people, a praise for all His faithful ones, for the children of Israel, a people near to him. Praise the LORD."
APPROVE,PS 148:14,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"And he has raised up a horn for his people, a praise for all his faithful ones, for the children of Israel, a people near to him. Praise the LORD.","And He has raised up a horn for His people, a praise for all His faithful ones, for the children of Israel, a people near to Him. Praise the LORD."
APPROVE,PS 149:1,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,Praise Yah. Sing to the LORD a new song; his praise in the assembly of the faithful.,Praise the LORD. Sing to the LORD a new song; His praise in the assembly of the faithful.
,PS 14:1,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"For the choirmaster. Of David. The fool has said in his heart, “There is no God.” They are corrupt, they have done abominable deeds; there is none who does good.","For the choirmaster. Of David. The fool has said in His heart, “There is no God.” They are corrupt, they have done abominable deeds; there is none who does good."
,PS 14:6,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"You put to shame the counsel of the poor, because the LORD is his refuge.","You put to shame the counsel of the poor, because the LORD is His refuge."
,PS 15:4,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"In whose eyes a vile person is despised, but he honors those who fear the LORD; he swears to his own hurt and does not change.","In whose eyes a vile person is despised, but He honors those who fear the LORD; he swears to his own hurt and does not change."
,PS 15:4,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"In whose eyes a vile person is despised, but he honors those who fear the LORD; he swears to his own hurt and does not change.","In whose eyes a vile person is despised, but He honors those who fear the LORD; He swears to his own hurt and does not change."
APPROVE,PS 15:4,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"In whose eyes a vile person is despised, but he honors those who fear the LORD; he swears to his own hurt and does not change.","In whose eyes a vile person is despised, but He honors those who fear the LORD; He swears to His own hurt and does not change."
,PS 17:13,0.95,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"Arise, O LORD, confront him, bring him low; deliver my soul from the wicked by Your sword.","Arise, O LORD, confront Him, bring him low; deliver my soul from the wicked by Your sword."
,PS 17:13,0.95,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"Arise, O LORD, confront him, bring him low; deliver my soul from the wicked by Your sword.","Arise, O LORD, confront Him, bring Him low; deliver my soul from the wicked by Your sword."
,PS 18:1,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"For the choirmaster. Of the servant of the LORD, of David, who spoke to the LORD the words of this song in the day that the LORD delivered him from the hand of all his enemies, and from the hand of Saul.","For the choirmaster. Of the servant of the LORD, of David, who spoke to the LORD the words of this song in the day that the LORD delivered Him from the hand of all his enemies, and from the hand of Saul."
,PS 18:1,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"For the choirmaster. Of the servant of the LORD, of David, who spoke to the LORD the words of this song in the day that the LORD delivered him from the hand of all his enemies, and from the hand of Saul.","For the choirmaster. Of the servant of the LORD, of David, who spoke to the LORD the words of this song in the day that the LORD delivered Him from the hand of all His enemies, and from the hand of Saul."
,PS 18:16,0.95,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Then the channels of water were seen, and the foundations of the world were laid bare, at your rebuke, O LORD, at the blast of the breath of your nostrils.","Then the channels of water were seen, and the foundations of the world were laid bare, at Your rebuke, O LORD, at the blast of the breath of your nostrils."
APPROVE,PS 18:16,0.95,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Then the channels of water were seen, and the foundations of the world were laid bare, at your rebuke, O LORD, at the blast of the breath of your nostrils.","Then the channels of water were seen, and the foundations of the world were laid bare, at Your rebuke, O LORD, at the blast of the breath of Your nostrils."
,PS 18:2,0.95,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"And he said, I love you, O LORD, my strength.","And He said, I love you, O LORD, my strength."
,PS 18:2,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"And he said, I love you, O LORD, my strength.","And He said, I love You, O LORD, my strength."
APPROVE,PS 18:21,0.85,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,The LORD has rewarded me according to my righteousness; according to the cleanness of my hands he has repaid me.,The LORD has rewarded me according to my righteousness; according to the cleanness of my hands He has repaid me.
APPROVE,PS 18:25,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,So the LORD has repaid me according to my righteousness; according to the cleanness of my hands before his eyes.,So the LORD has repaid me according to my righteousness; according to the cleanness of my hands before His eyes.
APPROVE,PS 18:29,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,For you light my lamp; the LORD my God illumines my darkness.,For You light my lamp; the LORD my God illumines my darkness.
,PS 18:3,0.92,title,Divine title used as identity ('is my/our/his/their ...').,"The LORD is my rock and my fortress and my deliverer; my God, my rock, in whom I take refuge, my shield and the horn of my salvation, my high tower.","The LORD is my Rock and my fortress and my deliverer; my God, my rock, in whom I take refuge, my shield and the horn of my salvation, my high tower."
,PS 18:3,0.88,title,Divine title used as possessive title ('my/our/his/their ...').,"The LORD is my rock and my fortress and my deliverer; my God, my rock, in whom I take refuge, my shield and the horn of my salvation, my high tower.","The LORD is my Rock and my Fortress and my deliverer; my God, my rock, in whom I take refuge, my shield and the horn of my salvation, my high tower."
,PS 18:3,0.88,title,Divine title used as possessive title ('my/our/his/their ...').,"The LORD is my rock and my fortress and my deliverer; my God, my rock, in whom I take refuge, my shield and the horn of my salvation, my high tower.","The LORD is my Rock and my Fortress and my deliverer; my God, my Rock, in whom I take refuge, my shield and the horn of my salvation, my high tower."
,PS 18:3,0.88,title,Divine title used as possessive title ('my/our/his/their ...').,"The LORD is my rock and my fortress and my deliverer; my God, my rock, in whom I take refuge, my shield and the horn of my salvation, my high tower.","The LORD is my Rock and my Fortress and my deliverer; my God, my Rock, in whom I take refuge, my shield and the horn of my salvation, my High Tower."
APPROVE,PS 18:3,0.85,title,Salvation used as a title (my/our/his/their Salvation).,"The LORD is my rock and my fortress and my deliverer; my God, my rock, in whom I take refuge, my shield and the horn of my salvation, my high tower.","The LORD is my Rock and my Fortress and my Deliverer; my God, my Rock, in whom I take refuge, my Shield and the Horn of my salvation, my High Tower."
APPROVE,PS 18:30,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"For by you I run against a troop, and by my God I leap over a wall.","For by You I run against a troop, and by my God I leap over a wall."
,PS 18:31,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"As for God, his way is perfect; the word of the LORD is refined; he is a shield to all who take refuge in him.","As for God, His way is perfect; the word of the LORD is refined; he is a shield to all who take refuge in him."
,PS 18:31,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"As for God, his way is perfect; the word of the LORD is refined; he is a shield to all who take refuge in him.","As for God, His way is perfect; the word of the LORD is refined; He is a shield to all who take refuge in him."
APPROVE,PS 18:31,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"As for God, his way is perfect; the word of the LORD is refined; he is a shield to all who take refuge in him.","As for God, His way is perfect; the word of the LORD is refined; He is a shield to all who take refuge in Him."
APPROVE,PS 18:42,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"They cried for help, but there was no savior; to the LORD, but he answered them not.","They cried for help, but there was no savior; to the LORD, but He answered them not."
APPROVE,PS 18:47,0.88,title,Divine title used as possessive title ('my/our/his/their ...').,"The LORD lives, and blessed be my Rock; and let the God of my salvation be exalted.","The LORD lives, and blessed be my Rock; and let the God of my salvation be exalted."
,PS 18:47,0.85,title,Salvation used as a title (my/our/his/their Salvation).,"The LORD lives, and blessed be my Rock; and let the God of my salvation be exalted.","The LORD lives, and blessed be my Rock; and let the God of my Salvation be exalted."
,PS 18:50,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Therefore I will give thanks to you among the nations, O LORD, and to your name I will sing praises.","Therefore I will give thanks to You among the nations, O LORD, and to your name I will sing praises."
APPROVE,PS 18:50,0.95,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Therefore I will give thanks to you among the nations, O LORD, and to your name I will sing praises.","Therefore I will give thanks to You among the nations, O LORD, and to Your name I will sing praises."
APPROVE,PS 19:15,0.88,title,Divine title used as possessive title ('my/our/his/their ...').,"Let the words of my mouth and the meditation of my heart be acceptable before You, O LORD, my rock and my Redeemer.","Let the words of my mouth and the meditation of my heart be acceptable before You, O LORD, my Rock and my Redeemer."
APPROVE,PS 19:2,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"The heavens declare the glory of God, and the firmament proclaims the work of his hands.","The heavens declare the glory of God, and the firmament proclaims the work of His hands."
,PS 20:2,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,May the LORD answer you in the day of trouble; may the name of the God of Jacob set you on high.,May the LORD answer You in the day of trouble; may the name of the God of Jacob set you on high.
,PS 20:2,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,May the LORD answer you in the day of trouble; may the name of the God of Jacob set you on high.,May the LORD answer You in the day of trouble; may the name of the God of Jacob set You on high.
,PS 20:6,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"We will shout for joy in your salvation, and in the name of our God we will set up our banners; the LORD fulfill all your petitions.","We will shout for joy in Your salvation, and in the name of our God we will set up our banners; the LORD fulfill all your petitions."
APPROVE,PS 20:6,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"We will shout for joy in your salvation, and in the name of our God we will set up our banners; the LORD fulfill all your petitions.","We will shout for joy in Your salvation, and in the name of our God we will set up our banners; the LORD fulfill all Your petitions."
APPROVE,PS 20:7,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,Now I know that the LORD saves His anointed; He will answer him from His holy heaven with the mighty acts of the salvation of His right hand.,Now I know that the LORD saves His anointed; He will answer him from His holy heaven with the mighty acts of the salvation of His right hand.
APPROVE,PS 21:2,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"O LORD, in Your strength the king shall rejoice, and in Your salvation how greatly he shall exult.","O LORD, in Your strength the king shall rejoice, and in Your salvation how greatly He shall exult."
,PS 21:8,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"For the king trusts in the LORD, and through the lovingkindness of the Most High he shall not be moved.","For the king trusts in the LORD, and through the lovingkindness of the Most High He shall not be moved."
,PS 22:11,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,On you I was cast from the womb; from my mother’s belly you are my God.,On You I was cast from the womb; from my mother’s belly you are my God.
APPROVE,PS 22:11,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,On you I was cast from the womb; from my mother’s belly you are my God.,On You I was cast from the womb; from my mother's belly You are my God.
,PS 22:20,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"But you, O LORD, be not far off; O my strength, make haste to help me.","But You, O LORD, be not far off; O my strength, make haste to help me."
,PS 22:24,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"You who fear the LORD, praise Him; all you seed of Jacob, glorify Him, and stand in awe of Him, all you seed of Israel.","You who fear the LORD, praise Him; all You seed of Jacob, glorify Him, and stand in awe of Him, all you seed of Israel."
,PS 22:24,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"You who fear the LORD, praise Him; all you seed of Jacob, glorify Him, and stand in awe of Him, all you seed of Israel.","You who fear the LORD, praise Him; all You seed of Jacob, glorify Him, and stand in awe of Him, all You seed of Israel."
APPROVE,PS 22:27,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,The meek shall eat and be satisfied; those who seek the LORD shall praise him; may your heart live forever.,The meek shall eat and be satisfied; those who seek the LORD shall praise Him; may your heart live forever.
,PS 22:27,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,The meek shall eat and be satisfied; those who seek the LORD shall praise him; may your heart live forever.,The meek shall eat and be satisfied; those who seek the LORD shall praise Him; may Your heart live forever.
APPROVE,PS 22:29,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"For the kingdom is the LORD’s, and he rules over the nations.","For the kingdom is the LORD's, and He rules over the nations."
,PS 22:9,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"He trusted in the LORD; let Him deliver him; let Him rescue him, for He delights in him.","He trusted in the LORD; let Him deliver him; let Him rescue him, for he delights in Him."
,PS 22:9,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"He trusted in the LORD; let Him deliver him; let Him rescue him, for He delights in him.","He trusted in the LORD; let Him deliver Him; let Him rescue Him, for He delights in him."
APPROVE,PS 22:9,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"He trusted in the LORD; let Him deliver him; let Him rescue him, for He delights in him.","He trusted in the LORD; let Him deliver Him; let Him rescue Him, for He delights in Him."
,PS 24:5,0.85,title,Salvation used as a title (my/our/his/their Salvation).,"He shall receive blessing from the LORD, and righteousness from the God of his salvation.","He shall receive blessing from the LORD, and righteousness from the God of his Salvation."
,PS 24:5,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"He shall receive blessing from the LORD, and righteousness from the God of his salvation.","He shall receive blessing from the LORD, and righteousness from the God of His salvation."
APPROVE,PS 25:11,0.95,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"For your name’s sake, O LORD, pardon my iniquity, for it is great.","For Your name's sake, O LORD, pardon my iniquity, for it is great."
APPROVE,PS 25:15,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"My eyes are ever toward the LORD, for he will bring my feet out of the net.","My eyes are ever toward the LORD, for He will bring my feet out of the net."
,PS 25:22,0.95,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Redeem Israel, O God, out of all his troubles.","Redeem Israel, O God, out of all His troubles."
,PS 25:4,0.95,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Make me to know your ways, O LORD; teach me your paths.","Make me to know Your ways, O LORD; teach me your paths."
APPROVE,PS 25:4,0.95,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Make me to know your ways, O LORD; teach me your paths.","Make me to know Your ways, O LORD; teach me Your paths."
,PS 25:5,0.85,title,Salvation used as a title (my/our/his/their Salvation).,"Lead me in your truth and teach me, for you are the God of my salvation; for you I wait all the day.","Lead me in your truth and teach me, for you are the God of my Salvation; for you I wait all the day."
,PS 25:5,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Lead me in your truth and teach me, for you are the God of my salvation; for you I wait all the day.","Lead me in Your truth and teach me, for you are the God of my salvation; for you I wait all the day."
,PS 25:5,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Lead me in your truth and teach me, for you are the God of my salvation; for you I wait all the day.","Lead me in Your truth and teach me, for You are the God of my salvation; for you I wait all the day."
APPROVE,PS 25:5,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Lead me in your truth and teach me, for you are the God of my salvation; for you I wait all the day.","Lead me in Your truth and teach me, for You are the God of my salvation; for You I wait all the day."
APPROVE,PS 27:1,0.85,title,Salvation used as a title (my/our/his/their Salvation).,Of David. The LORD is my light and my salvation; whom shall I fear? The LORD is the stronghold of my life; of whom shall I be afraid?,Of David. The LORD is my light and my Salvation; whom shall I fear? The LORD is the stronghold of my life; of whom shall I be afraid?
APPROVE,PS 27:11,0.95,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Teach me your way, O LORD, and lead me in a level path because of my foes.","Teach me Your way, O LORD, and lead me in a level path because of my foes."
,PS 27:14,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Wait for the LORD; be strong, and let your heart take courage; yes, wait for the LORD.","Wait for the LORD; be strong, and let Your heart take courage; yes, wait for the LORD."
,PS 27:6,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"And now my head shall be lifted up above my enemies round about me; and I will offer in his tent sacrifices of shouts of joy; I will sing, yes, I will make melody to the LORD.","And now my head shall be lifted up above my enemies round about me; and I will offer in His tent sacrifices of shouts of joy; I will sing, yes, I will make melody to the LORD."
APPROVE,PS 27:8,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"To you my heart has said, “Seek my face.” Your face, O LORD, I will seek.","To You my heart has said, ""Seek my face.""� Your face, O LORD, I will seek."
APPROVE,PS 27:9,0.85,title,Salvation used as a title (my/our/his/their Salvation).,"Do not hide Your face from me; do not turn Your servant away in anger. You have been my help; do not forsake me and do not abandon me, O God of my salvation.","Do not hide Your face from me; do not turn Your servant away in anger. You have been my help; do not forsake me and do not abandon me, O God of my Salvation."
APPROVE,PS 28:1,0.88,title,Divine title used as possessive title ('my/our/his/their ...').,"Of David. To You, O LORD, I call; my rock, do not be silent from me, lest, if You are quiet toward me, I become like those who go down to the pit.","Of David. To You, O LORD, I call; my Rock, do not be silent from me, lest, if You are quiet toward me, I become like those who go down to the pit."
,PS 28:7,0.85,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"The LORD is my strength and my shield; in him my heart trusted, and I was helped; therefore my heart exults, and with my song I will praise him.","The LORD is my strength and my shield; in Him my heart trusted, and I was helped; therefore my heart exults, and with my song I will praise him."
APPROVE,PS 28:7,0.85,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"The LORD is my strength and my shield; in him my heart trusted, and I was helped; therefore my heart exults, and with my song I will praise him.","The LORD is my strength and my shield; in Him my heart trusted, and I was helped; therefore my heart exults, and with my song I will praise Him."
,PS 28:8,0.85,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"The LORD is their strength, and he is a stronghold of salvations to his anointed.","The LORD is their strength, and He is a stronghold of salvations to his anointed."
APPROVE,PS 28:8,0.85,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"The LORD is their strength, and he is a stronghold of salvations to his anointed.","The LORD is their strength, and He is a stronghold of salvations to His anointed."
,PS 29:11,0.85,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,The LORD will give strength to his people; the LORD will bless his people with peace.,The LORD will give strength to His people; the LORD will bless his people with peace.
APPROVE,PS 29:11,0.85,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,The LORD will give strength to his people; the LORD will bless his people with peace.,The LORD will give strength to His people; the LORD will bless His people with peace.
APPROVE,PS 29:9,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"The voice of the LORD makes the deer to calve, and strips the forests bare; and in his temple all of it proclaims, Glory.","The voice of the LORD makes the deer to calve, and strips the forests bare; and in His temple all of it proclaims, Glory."
APPROVE,PS 2:7,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"I will declare the decree of the LORD: He said to me, “You are my Son; this day I have begotten you.”","I will declare the decree of the LORD: He said to me, ""You are my Son; this day I have begotten You."" "
APPROVE,PS 31:15,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"But as for me, in you I have trusted, O LORD; I have said, You are my God.","But as for me, in You I have trusted, O LORD; I have said, You are my God."
,PS 31:2,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"In you, O LORD, I have taken refuge; let me never be put to shame; in your righteousness deliver me.","In You, O LORD, I have taken refuge; let me never be put to shame; in your righteousness deliver me."
APPROVE,PS 31:2,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"In you, O LORD, I have taken refuge; let me never be put to shame; in your righteousness deliver me.","In You, O LORD, I have taken refuge; let me never be put to shame; in Your righteousness deliver me."
,PS 31:24,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Love the LORD, all you his faithful ones; the LORD preserves the trustworthy, but repays in full the one who acts in pride.","Love the LORD, all You his faithful ones; the LORD preserves the trustworthy, but repays in full the one who acts in pride."
APPROVE,PS 31:24,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"Love the LORD, all you his faithful ones; the LORD preserves the trustworthy, but repays in full the one who acts in pride.","Love the LORD, all You His faithful ones; the LORD preserves the trustworthy, but repays in full the one who acts in pride."
,PS 31:25,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Be strong, and let your heart take courage, all you who wait for the LORD.","Be strong, and let Your heart take courage, all you who wait for the LORD."
,PS 31:25,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Be strong, and let your heart take courage, all you who wait for the LORD.","Be strong, and let Your heart take courage, all You who wait for the LORD."
,PS 31:4,0.88,title,Divine title used as possessive title ('my/our/his/their ...').,For you are my rock and my fortress; for your name’s sake you will guide me and lead me.,For you are my Rock and my fortress; for your name’s sake you will guide me and lead me.
APPROVE,PS 31:4,0.88,title,Divine title used as possessive title ('my/our/his/their ...').,For you are my rock and my fortress; for your name’s sake you will guide me and lead me.,For you are my Rock and my Fortress; for Your name's sake You will guide me and lead me.
APPROVE,PS 31:6,0.95,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Into your hand I commit my spirit; you have redeemed me, O LORD, God of truth.","Into Your hand I commit my spirit; You have redeemed me, O LORD, God of truth."
,PS 31:6,0.8,pronoun,Divine pronoun 'your' not capitalized (anchor present in verse).,"Into your hand I commit my spirit; you have redeemed me, O LORD, God of truth.","Into Your hand I commit my spirit; you have redeemed me, O LORD, God of truth."
APPROVE,PS 32:10,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,"Many are the sorrows of the wicked, but he who trusts in the LORD, lovingkindness shall surround him.","Many are the sorrows of the wicked, but He who trusts in the LORD, lovingkindness shall surround him."
,PS 32:10,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,"Many are the sorrows of the wicked, but he who trusts in the LORD, lovingkindness shall surround him.","Many are the sorrows of the wicked, but He who trusts in the LORD, lovingkindness shall surround Him."
,PS 32:11,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Be glad in the LORD and rejoice, you righteous; and shout for joy, all you upright in heart.","Be glad in the LORD and rejoice, You righteous; and shout for joy, all you upright in heart."
,PS 32:11,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Be glad in the LORD and rejoice, you righteous; and shout for joy, all you upright in heart.","Be glad in the LORD and rejoice, You righteous; and shout for joy, all You upright in heart."
,PS 33:1,0.8,pronoun,Divine pronoun 'you' not capitalized (anchor present in verse).,"Rejoice in the LORD, O you righteous; praise is fitting for the upright.","Rejoice in the LORD, O You righteous; praise is fitting for the upright."
APPROVE,PS 33:10,0.85,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,The LORD brings the counsel of the nations to nothing; he frustrates the plans of the peoples.,The LORD brings the counsel of the nations to nothing; He frustrates the plans of the peoples.
APPROVE,PS 33:11,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"The counsel of the LORD stands forever, the thoughts of his heart to all generations.","The counsel of the LORD stands forever, the thoughts of His heart to all generations."
APPROVE,PS 33:13,0.8,pronoun,Divine pronoun 'he' not capitalized (anchor present in verse).,From heaven the LORD looks down; he beholds all the children of man.,From heaven the LORD looks down; He beholds all the children of man.
APPROVE,PS 33:6,0.8,pronoun,Divine pronoun 'his' not capitalized (anchor present in verse).,"By the word of the LORD the heavens were made, and by the breath of his mouth all their host.","By the word of the LORD the heavens were made, and by the breath of His mouth all their host."
APPROVE,PS 33:8,0.8,pronoun,Divine pronoun 'him' not capitalized (anchor present in verse).,Let all the earth fear the LORD; let all the inhabitants of the world stand in awe of him.,Let all the earth fear the LORD; let all the inhabitants of the world stand in awe of Him.
